,coefficient
133,-0.037281482522583786
134,-0.4441717773056422
135,-0.1317721233030764
136,0.27259343407128955
137,0.3917292690858327
138,0.2761430754096342
139,0.8196269953741848
140,-0.399798757612603
141,-0.6367657182609255
142,-0.44692744802339085
143,-1.0963658794605
144,-0.03505023475157756
145,-1.0383067828946728
146,-0.22161728362029934
147,-0.10138449113143372
148,-0.09291148907744641
149,-0.5270173838960438
150,0.48171254098160027
151,-0.6489343680213779
152,-0.8792669732233098
153,-0.6010884290836027
154,-1.1378481482934275
155,-0.7768950162850478
156,0.6805060855851072
157,0.5242964438610266
158,-0.35457137115496984
159,0.21971511153216872
160,1.1668505594242942
161,-0.51755816783017
162,0.6407938596870423
163,-0.9749009012470645
164,-0.32779467850275984
165,0.39541507500341866
166,0.643984657933488
167,-0.6239533250149316
168,-0.476231542316035
169,-0.766452543422351
170,-1.7999108673231168
171,-0.7385096440470252
172,-0.11758247891318155
173,-0.07536959196893246
174,-0.20593292273297908
175,-0.5093695484335348
176,0.8045402135682451
177,-0.22021326590562512
178,-0.8663796830017843
179,0.049679855320790875
180,0.353015296918286
181,-0.4476193826367318
182,1.3393019791517706
183,1.0874772446867418
184,-0.8791127601985279
185,-0.4459898553014352
186,0.5845205212943696
187,-0.530577693004543
188,0.9256798239706968
189,-0.08971218717950921
190,1.1063949051333566
191,-0.6815965221608886
192,0.3216020257669227
193,-0.538596169384497
194,-0.13605230088930872
195,0.22902975366144598
196,-0.254398857287431
197,-0.3804270117634257
198,-0.48725754659546283
199,0.29796880330972386
200,0.8757720903430453
201,1.5041843359964784
202,0.6787037303924025
203,0.48984229571597526
204,0.7387864648372615
205,-0.046806115537271126
206,-0.5127772379436362
207,0.23532752264773524
208,0.012570821565944731
209,-0.6197997784451736
210,-1.1608901363480437
211,1.2453490509637166
212,1.4670042471420859
213,0.32863417125976113
214,0.12172289973023617
215,0.4686070473692056
216,0.34696538523726267
217,0.6831639473085184
218,0.40668409768605385
219,0.28419446508875906
220,-0.6886657689456959
221,0.32049747599957856
222,0.3367794501513862
223,0.9876448589590409
224,-0.08112864747803822
225,-0.8012495641540599
226,0.35535210003584117
227,1.0996913760414417
228,1.552101079443035
229,1.1073257277180368
230,-0.31689072995947287
231,0.5872331462303721
232,-0.5692974661935911
233,0.7938545884014953
234,0.5372178931845105
235,0.43739439479780673
236,0.18340280936677272
237,0.2592411503689774
238,0.028702059991132286
239,0.8964104171486513
240,-0.1719992880809921
241,-0.5015882435726863
242,-1.1537039092754084
243,1.0637363994356348
244,-0.48009782410063606
245,0.109907029229165
246,0.6756855114697176
247,0.05454513708688655
248,0.14268493347600789
249,0.5230117089383883
250,0.13882390838101577
251,0.6144533161640864
252,0.2968668783672038
253,0.7416477555873053
254,0.8486767324936283
255,0.421260056749614
256,0.07026793740437066
257,-0.2529674004818603
258,0.16693427432328875
259,1.0450729361721633
260,0.5375942545672097
261,0.5042438492334486
262,0.738397032064486
263,0.4887664576907783
264,-0.2793063370444022
265,0.8826288865775358
266,-0.17030664962463968
267,1.1380913347625965
268,0.5303309797747268
269,0.08067801976117607
270,-0.1831812141603366
271,-0.116535205889492
272,-0.28455388376630875
273,-0.495206681088486
274,0.24408782976029295
275,0.273398181204235
276,-0.3474421191443821
277,-0.6381114800505502
278,-0.04506002589429237
279,0.19337208998405667
280,1.234957827727917
281,0.6072438151071324
282,-0.3944442744797985
283,1.0369637939077154
284,0.958358978716139
285,-0.42585783815309325
286,-0.3464317262345823
287,-0.38011564140095905
288,-3.3409503991890176e-06
289,0.7022133431377159
290,0.22330477913727487
291,0.6479479980943549
292,1.0632435041166128
293,0.5547446176199301
294,-0.19118108744588366
295,-0.622061659766214
296,-0.3915508800475255
297,0.7311997563521506
298,0.9788784766469654
299,0.31388980361589847
300,-0.4999343021688776
301,0.06461695079460594
302,0.6347937564977827
303,1.203147678901115
304,-0.7257574419353051
305,0.6515520371856419
306,0.7522889580475973
307,-0.4785547257225202
308,-0.5774328133248158
309,-0.03870967607711945
310,-0.8342634497241361
311,0.18870076518991816
312,1.0527275614662244
313,1.1197060459114816
314,-0.12014893955959431
315,-0.392944490267563
316,0.9331809724447717
317,0.4242432114885135
318,0.5818646896208328
319,0.45199230963278936
320,-0.6237628204879504
321,-0.5210418347668805
322,-0.6085655223081663
323,-0.3532235971890888
324,0.18130589379888493
325,-0.42654157808589954
326,0.3786180923552361
327,0.8052112061406008
328,-0.2597576913677388
329,0.981071050031327
330,1.8607047485634802
331,-0.7203899267670211
332,0.8892578497733663
333,-0.3034680078218553
334,0.051029566964775605
335,-0.38055797676699654
336,-0.6344037010228459
337,-0.10696535731149831
338,0.45810505895820186
339,-0.7519117029414614
340,1.009068227846113
341,0.8303902070339174
342,-0.24354403162783764
343,-0.6054819181878441
344,0.21545569804826872
345,-0.5794707692943665
346,-0.3645189843075605
347,0.035812726983295975
348,1.0460585737275776
349,-0.3545157371730178
350,0.41129968187280314
351,-0.2562108283855979
352,0.7122271651304076
353,-0.07623175714416772
354,1.2365126906924893
355,0.8155713883701695
356,0.35480110437543116
357,-0.3098018349317369
358,-0.6787448994794589
359,0.9120392519489894
360,-0.06669707251731004
361,-0.3820000603185155
362,-0.475701681519938
363,0.05355201583476434
364,0.929440530631668
365,-0.11810897305818974
366,-0.3109493829108056
367,-0.44695213600670003
368,-0.7353311496361364
369,0.0027614528263146866
370,0.4595833805364532
371,0.18043583105586294
372,-0.36562599446278143
373,-0.6833973177117935
374,-0.48214493534255853
375,0.2720207760741457
376,-0.06369137792257294
377,2.2039769269777145
378,-0.22570832115172168
379,0.2975865712984762
380,0.6754138164749444
381,0.8912852596812267
382,1.0712991282647393
383,0.3889724908678824
384,0.8955805903105929
385,-0.17730822935679566
386,-0.7066846690684148
387,2.9190355810853847
388,1.4741456011911902
389,-0.17049097142791128
390,-1.2620628578747146
391,1.1022967106672192
392,0.382478102625773
393,-0.7424401832170758
394,-0.2484073820093605
395,-0.1705145941053871
396,-0.8392948506720758
397,0.12994860639577066
398,0.2819987288760822
399,0.36424332665247255
400,-0.4551266120707643
401,-0.9507803521987496
402,0.4801866053862876
403,-0.25229322494726764
404,0.025077389274953985
405,0.1650555806704707
406,0.10783806849705596
407,-0.9013388763041066
408,0.002585574508811134
409,-0.8280077393484623
410,-0.9947654035605228
411,0.25776391398300197
412,-0.35780680582177454
413,-0.26853057752376486
414,0.9341878363357317
415,0.3941164859591424
416,0.4701529975292375
417,1.6029769817287576
418,0.33951035564982374
419,1.6699073362024708
420,0.10458247578896872
421,-0.3258612424422191
422,-0.2297789989735212
423,-0.8230676889491916
424,-0.01249178574721493
425,0.8533138266527255
426,0.27590735362058094
427,0.5679443483544089
428,0.05707479819242652
429,0.17251707137724556
430,0.6500810168463025
431,0.17768337085180108
432,-0.008168042327987752
433,0.31840599007665626
434,1.705371810549149
435,0.7703512974925285
436,0.4461309956071863
437,-0.6225222409136291
438,-0.28886481284335186
439,0.2679117441619685
440,0.03576909435538698
441,-0.013301636653673087
442,0.17105600732195278
443,0.233803036986383
444,0.13599273943706572
445,0.18491057009740783
446,0.6876428694042678
447,-0.5566726626731293
448,0.15777785352687268
449,-0.45995956986296255
450,-0.29697541194487787
451,-0.16623373767188623
452,0.5776687376744162
453,-0.09168366325723758
454,0.2682425944105241
455,-0.3315570781179688
456,-0.10340781515976262
457,0.14972728069392835
458,-0.8531654343970212
459,-0.5336774187278479
460,-0.14953751099970014
461,-0.023806634083519466
462,0.48267050764606745
463,-0.5279976075682397
464,-0.676567638939923
465,-0.4449963796074696
466,-0.00880922857159212
467,1.4053867375247844
468,0.317283021101843
469,2.007584748940741
470,-0.046314189686442596
471,0.35598988517178304
472,-0.8887480122537844
473,-0.2738819364712815
474,0.3157622601985229
475,0.18802723410621208
476,0.20127968407503088
477,0.23537001560096357
478,0.22550452291570527
479,-0.6142632913555789
480,0.0527432099838448
481,0.6817913650935149
482,1.662550276674024
483,0.5724879274108758
484,0.21534082268999316
485,-0.24313623704091294
486,0.05733763764320129
487,0.2175077364385146
488,1.730410865314303
489,0.10080272748284047
490,0.20513200105793145
491,0.5654172918347387
492,1.0988433992569033
493,0.17076943230581385
494,0.3946955820595636
495,0.3208303367916431
496,0.13480614497781854
497,-0.211302765625881
498,0.25757244288191955
499,-0.25272945262796864
500,-0.6869141772230809
501,0.33562398247895725
502,-0.9739801420892326
503,0.06491872844123031
504,0.6632131108849897
505,-1.266978859983162
506,0.5214543381340893
507,-0.9623421247030818
508,0.4485182521086379
509,-0.0014943645207309746
510,-0.37173051484301395
511,1.0314214748070925
512,-0.46337641554678183
513,0.5010471368884561
514,-0.6180971203187373
515,-0.07804822270752367
516,-0.4888941720644483
517,-0.1951403182932731
518,0.3195346488635838
519,0.03869113709864813
520,-0.42550922135799324
521,0.3527932956150634
522,-0.3443915305346917
523,0.20762084983070617
524,0.43607205451143477
525,-0.0921260390667925
526,0.6108933107411216
527,-0.5313498908329074
528,1.0909783726964817
529,-0.5943770522220919
530,0.013411912178990697
531,-0.6804736503639804
532,0.364994646692038
533,-0.19649264236671504
534,0.12097864948655851
535,-0.17712159145669684
536,-0.21989509677903724
537,-1.0043608841006522
538,0.12628441879244828
539,-0.3619257692668772
540,-0.010754260633514588
541,0.04697012437293306
542,0.5150459505390155
543,-0.0870478127339607
544,0.16461111689373428
545,-1.0411557409379537
546,1.0928884129312395
547,0.22757989078134386
548,-0.5389924052522559
549,-0.205207901866796
550,0.02463903297867027
551,-0.17434697392184006
552,0.011497130586511937
553,0.49448430756858835
554,0.1342165306731917
555,0.10377114947244714
556,-0.0967400859241135
557,0.7562414489461122
558,1.7328286966716004
559,-0.42375968731261476
560,0.14689615228954925
561,-0.06629611852041221
562,-0.3361566568282851
563,0.28290431108852354
564,-0.677418492653917
565,0.22973331336588626
566,-0.5843700466188467
567,-0.7325474999497478
568,-0.2763598197570968
569,-0.7853078366906169
570,-0.29119871208808407
571,0.5512478842870663
572,-0.06201383309256555
573,-0.4544170553926221
574,0.6876138358204048
575,0.5039907857372372
576,0.10067380082244723
577,-0.16281332350981886
578,0.7899071514562532
579,1.2837483142591999
580,1.169638096879122
581,0.003056418669397228
582,-0.12514176814220695
583,-0.06950206491891765
584,-0.3800844135560671
585,-0.8303425449308496
586,-0.3870173139954611
587,0.2579016560310493
588,0.6473469156186983
589,-0.640745026044339
590,3.1842220325009825
591,0.1554195529044562
592,0.4092085475114913
593,-0.32487582302801826
594,-0.0497430127098172
595,0.47343349167849313
596,-0.4945506786448452
597,1.055856680709505
598,1.3393551556781145
599,0.23470850150639744
600,1.152465188389553
601,-0.11965500761351956
602,-0.11359806595483003
603,0.11252368159055223
604,0.5803659113007725
605,0.619194252937573
606,0.9239220975683651
607,1.1200240310561025
608,-0.21792045741246693
609,-0.28995001868763115
610,-0.042829797414583565
611,0.19283996747724072
612,0.06612880334556777
613,-0.7832286536312516
614,0.034685468691196375
615,-0.7702102157790018
616,0.3966364092322918
617,0.2071535155915204
618,-0.5250174145061679
619,1.2551756443885904
620,0.012048293665349437
621,0.9490307593274517
622,0.2804485994412392
623,0.008917388981314008
624,0.3189964990188191
625,0.17321464503457995
626,1.0415782440038912
627,-0.3507701713966595
628,0.6029680668897986
629,-0.23501348893588106
630,0.14877221011559885
631,0.23131674339386188
632,-0.4889993041528405
633,0.003136413450721864
634,-0.23588002955395654
635,0.07385839603123777
636,-0.38560223844172803
637,0.41482472274778903
638,0.749401609503759
639,0.27873629323817634
640,1.421325317055169
641,0.4442356301716949
642,0.24956460392616397
643,0.07925928227869393
644,1.2205982063694512
645,0.5638899738551524
646,1.0571907198003627
647,0.2706576194227288
648,-0.5090251275782365
649,1.798044601778415
650,0.6947106396259877
651,-1.389360641030656
652,-0.5205150041230087
653,-0.6858095667545363
654,0.4032222175285545
655,-0.35452134588344475
656,-0.18891182374262055
657,-0.19592848188600423
658,1.275496002456714
659,-0.700274053378258
660,0.012918180125115163
661,-0.7544633973620891
662,0.031049108536381893
663,0.16605879363751672
664,-0.5214042531463984
665,0.2635060898718873
666,0.5919472584860885
667,-0.6255150188872847
668,-0.025790364294921993
669,0.017038736678814847
670,0.6461072120493099
671,0.22240887266519532
672,0.2608442207279999
673,0.24356918855691914
674,-0.39449788887302745
675,0.37525468377407056
676,0.2842329300877556
677,0.6922405628969397
678,-0.5698449557287419
679,0.4454459975573319
680,-0.028257834756228076
681,0.21781961513020145
682,0.8194858185189016
683,0.1920017235774887
684,-0.7259470066829048
685,0.5087314048705909
686,-0.5167342144095887
687,0.2121618917621026
688,1.3454997819091796
689,0.2524816898988093
690,-1.1534626824010792
691,0.06358825749544061
692,0.9661206600230396
693,0.061556214993095534
694,-0.07027291060932772
695,0.06101985223926464
696,-0.04659476767326254
697,0.9791867875918095
698,-0.5611534755844443
699,-0.3276744309499491
700,-0.010713434925429687
701,0.20486527834703347
702,-0.8111906533176433
703,0.0007366838032282295
704,0.4437487556078948
705,-0.057024106929263796
706,0.8473776543124754
707,-0.9667536935139335
708,0.32156684124847246
709,-1.0707286016631645
710,0.36869035805036193
711,-0.5807143747941432
712,-1.1319082180688116
713,0.30717392252120324
714,0.3479062768890751
715,-0.41545275107287083
716,0.16017610068254476
717,0.18157291501537906
718,0.8343325723459472
719,-0.8767890984188837
720,-0.21329828670278866
721,-0.508176097710196
722,-0.9586802518397184
723,-0.8887609536747607
724,-0.5001392045851747
725,-0.6470593811596964
726,-0.5348039086852165
727,0.3207310760008357
728,0.9445374438495839
729,0.7569248340470865
730,-0.3348343221679584
731,0.48916041615053407
732,-0.24426519079629103
733,-0.10843249254909933
734,-0.5716904626395963
735,0.4119863107264122
736,0.07122728588845251
737,0.19840414654609728
738,0.5983050235752075
739,0.009503134072878323
740,0.29083429964162955
741,1.9633875713038595
742,-0.24906347415221247
743,0.18438323378582164
744,-0.055360108073941004
745,-0.5149531397732663
746,-1.1997060318966999
747,0.38741529883590325
748,0.17098239742075674
749,0.6423175176707513
750,0.5581750248086339
751,0.4213669130563952
752,0.4506680461758794
753,-0.4278502079893486
754,-0.0659440311997505
755,0.5356250698792181
756,-0.2680917501482993
757,0.7377177937285354
758,0.5030394293951385
759,0.9146466005048673
760,1.3849269111769642
761,-0.4710868693236268
762,-0.35031842633381416
763,-0.6482500868892763
764,1.7511869944001572
765,0.42754330521658773
766,0.4870227862815321
767,-0.6134835808623901
768,0.6735036157896965
769,0.336154325077319
770,-0.322297620909269
771,0.13882390838101577
772,0.4831538732249791
773,0.3483688817532187
774,-0.5638198819843482
775,0.4680830717116381
776,-1.0810752907531787
777,0.23532752264773524
778,0.37123098407558663
779,-0.2768302731472119
780,-0.16045871331544367
781,-0.010531118418929555
782,0.611674080745808
783,0.4654228151500733
784,0.5334242956777318
785,0.7542281219625856
786,0.6236721878853442
787,0.24751018253750973
788,-0.2089054034645525
789,1.1576265581815322
790,0.6080381656895192
791,-0.4563444884627313
792,-0.5516568816336582
793,1.3393307470217428
794,2.0779746022839864
795,-0.0004556491963646503
796,-0.5811232742592594
797,0.8787744976233778
798,0.1774422378710608
799,1.2123034421925913
800,0.3822511628143871
801,0.3053087450051537
802,-0.11756224767671884
803,0.33771149368023595
804,1.516212888801844
805,0.3145299600724589
806,-0.2776801581137286
807,0.6790426039993911
808,0.018654438344971033
809,-0.2349328793764023
810,-0.7009676684843803
811,-0.7786526917365265
812,0.8356549572274405
813,0.24669988315586322
814,-0.9171361438800533
815,0.7590534396178005
816,-0.5975189131348826
817,-0.3343928827074429
818,0.2552171863928901
819,0.9121209643456992
820,0.2816021055448909
821,0.18079058306502704
822,-0.8046047133529519
823,0.4990412588003572
824,0.19006828355207686
825,-0.6028210744440315
826,0.4634415971088851
827,0.9798675135216777
828,0.890830641755364
829,-1.034590397113253
830,0.03540874668666085
831,0.22559675752416264
832,0.6061250475266122
833,-0.2855401061752048
834,0.3774179908343306
835,0.17415088901598655
836,-0.3095332614259366
837,0.24003296940678734
838,0.19841952375537233
839,0.08103627871983866
840,-0.6104705984602743
841,0.16865477197638465
842,-0.20268825159533
843,-0.016391054416581622
844,-0.23167773006382117
845,-0.1923668754410214
846,0.12830153472378195
847,-0.5841911126381927
848,0.001995700086928524
849,-0.2990935346605254
850,-0.602825851489696
851,0.7330919964250884
852,-0.17005435007933523
853,1.5857252620493347
854,0.6347937564977827
855,0.15960164284421374
856,0.09445056419094931
857,0.12169502976224429
858,0.8594929143069795
859,0.519865946560537
860,0.9378656828148804
861,0.3195346488635838
862,-0.27918415524371976
863,-1.0729165615223673
864,-0.6927636043025525
865,-0.38252985311599913
866,-0.7290561662267383
867,0.07956085271596096
868,0.3299353261951019
869,-0.35904169088686694
870,-0.2043863910355599
871,0.763991929546228
872,0.2529361144133943
873,-0.44539347138131474
874,0.34373317429886563
875,-0.5103763122699332
876,-0.12583286276153743
877,0.11639274463102295
878,-0.27652242159960955
879,0.37103623203413405
880,-0.0018058875636035858
881,-0.39137785648173395
882,-0.7081094708587901
883,-0.5695919149829305
884,-0.5722812092427295
885,-0.22325128704836245
886,0.012292349995023167
887,0.14408726569985947
888,-0.5576962939947435
889,0.14358581421714398
890,0.16601457010621948
891,0.5827025919945666
892,-0.3956159262833425
893,1.002192201414352
894,0.5328090750430664
895,-0.1966717091437094
896,-0.22336317249672563
897,0.279484164223119
898,-0.7654713726563758
899,0.4228173824514288
900,-0.4283877752182978
901,-0.312283472528456
902,0.18124244744355217
903,0.7339270752790874
904,0.9164505004692874
905,1.2574900180105482
906,0.4101684091969255
907,-0.3926251095273127
908,0.904666632584488
909,0.305845970712546
910,1.3480157316676353
911,0.3999921291683593
912,-0.523514341438301
913,0.6206393842129899
914,-0.217233754009146
915,0.9634064834912421
916,0.16874265212275838
917,0.3207310760008357
918,0.06642026066296387
919,0.508928431652015
920,0.6237679824106664
921,-0.43530428838968804
922,-0.15002507802258902
923,0.3747538439184761
924,0.2943545365650891
925,-0.08071355888916593
926,-0.09024319024721726
927,-0.26788483015416853
928,-0.2437239637461821
929,0.16503564848138855
930,0.12570828317183072
931,0.49933970841329367
932,0.22457511306075437
933,0.7792323696207862
934,0.6347937564977827
935,-0.7878157617386568
936,0.19593976588069678
937,-0.08567346193139962
938,-1.4822939673588973
939,-0.030286515794086883
940,-0.3186491863660887
941,-0.3919743390978722
942,-0.34923583874918396
943,-0.8039893228762957
944,-0.24890610161885565
945,-0.5613949899062203
946,0.23321378930436443
947,0.3714637357203332
948,-0.6124209846296527
949,-0.6970105508475501
950,0.7238675908051604
951,1.1140119918831048
952,-0.04297566266895379
953,-0.41381855570993115
954,0.1622033051170571
955,0.5325065792562584
956,-0.246178262081054
957,-0.9786421859820598
958,-0.3180544132061275
959,-0.39484133866799237
960,0.21679135572704689
961,0.09602428796244876
962,0.2803662110764446
963,0.28216002490538517
964,-0.279254329531592
965,-0.46097274739069394
966,0.3474221780387127
967,1.0209811974691012
968,0.7489204207796103
969,0.7022133431377159
970,0.27948407484961707
971,0.5203066531428359
972,-0.31009685365975426
973,-0.23715034046166414
974,0.6231129506794921
975,-0.39275889132377684
976,0.49396482360948746
977,0.363972633752426
978,-0.5545173586802762
979,0.8698579754026069
980,-1.0413397351999178
981,0.35665493874734433
982,1.3973177781899675
983,0.4912997528602088
984,0.27596409967997776
985,0.6544520487412502
986,0.4910630742181488
987,0.4868528499657877
988,0.6744861771093871
989,0.5104465839992941
990,0.009171335578505533
991,0.10459623817157285
992,0.01595702155003177
993,-0.05186662327075047
994,0.8140355999565952
995,-0.33491586969564574
996,0.36139087090592775
997,-0.3555869539684269
998,-0.6485955093009605
999,0.26970498648688424
1000,0.306302347094556
1001,0.15125320550259094
1002,0.47720387613952536
1003,0.609485513980896
1004,0.43804371566758876
1005,0.5213472867465266
1006,-0.3840116089912132
1007,0.014817473458093505
1008,-0.09482411019191081
1009,0.2194098739402121
1010,-0.6780416143545522
1011,-0.3262025345552401
1012,-0.266845426561262
1013,0.8847609980567938
1014,-0.027113470008583045
1015,0.3456088375091713
1016,-0.19750550709048462
1017,0.26361366651124063
1018,0.5629896493447598
1019,0.6185446886639308
1020,-0.5833852572660928
1021,-0.03234999969830419
1022,0.5114863683236762
1023,0.7568607196839904
1024,0.19669784127242182
1025,0.5793983196236215
1026,0.14110576052094082
1027,-0.18686712125484403
1028,1.2197977681372179
1029,-0.39540158701706735
1030,-0.7467201443982286
1031,-0.43042361414461094
1032,0.5479124246593632
1033,0.7477902567571634
1034,0.34072817424638563
1035,-0.20430350190212324
1036,-0.950761954846394
1037,-0.3742420601349583
1038,-0.2723024883500394
1039,0.16147620750997665
1040,0.07514840324035742
1041,-0.21532799574318742
1042,0.17192149932201106
1043,-0.945238490544993
1044,-0.32283347554154107
1045,0.7123326756271042
1046,0.47196189556788776
1047,0.19436921395768328
1048,-0.4853498770341451
1049,-0.5069878268001184
1050,0.729796503488498
1051,-0.098770588563066
1052,-0.1389873543299181
1053,0.6123808430916373
1054,1.4399995925492082
1055,-0.276768119573129
1056,0.3705702232816198
1057,0.07742451937505739
1058,-0.6836451182476989
1059,0.5352812257996646
1060,0.36441697727061695
1061,0.14014746271033166
1062,0.8858397130825947
1063,0.8117651136228758
1064,1.1901135970184507
1065,0.22170176635529018
1066,-1.0002630877051037
1067,0.22269451640129306
1068,0.7676910901247554
1069,-0.763570788525989
1070,0.21508320441748494
1071,0.37408321028691616
1072,1.0328642210684693
1073,0.04522378078706946
1074,0.21063998855667634
1075,1.4316243641700381
1076,0.08401669105703244
1077,-0.04350472622170306
1078,-0.24225042328326638
1079,-0.6306252390064037
1080,-0.5063143982062706
1081,-0.6573342806383021
1082,0.1782743892743752
1083,0.02592471531112636
1084,-0.1371478800684994
1085,-0.5902378652497698
1086,-0.4064069349512413
1087,0.5901940972042317
1088,-0.33062749589758456
1089,0.532445866576769
1090,0.5813668994563254
1091,0.6486542621904986
1092,-0.012560447011563407
1093,-0.060250696995459
1094,-1.4286856136755604
1095,-0.3685557114226177
1096,-0.7696715954804615
1097,0.7587961255928827
1098,-0.4227623547629077
1099,-0.08351506393874529
1100,0.7062047344118207
1101,-0.578889585377476
1102,0.2557202961070264
1103,0.25382228892448555
1104,-0.4517869022440694
1105,1.5201679423374905
1106,0.520885519078118
1107,-0.17968616640709434
1108,0.17511906571243244
1109,0.19760088099980436
1110,0.5534355566201143
1111,0.23532752264773524
1112,-0.7963775701464587
1113,0.31603594124205175
1114,0.10342863731445151
1115,-0.15367220556288025
1116,-0.5240632292043034
1117,-0.07840465995156402
1118,-0.14257252008374727
1119,0.11394371747359082
1120,-0.17412925801137963
1121,0.14782603165207556
1122,-0.6192265281730466
1123,-0.05212121604693609
1124,0.16595511772557747
1125,1.963864005805644
1126,-0.21880268711208153
1127,-0.5718213884435444
1128,0.2122753939532497
1129,-0.37879672639229267
1130,-0.7394392622749569
1131,0.8642870353932586
1132,0.46250952802063816
1133,0.5706130464699231
1134,0.244349328059314
1135,0.047389217808796985
1136,-0.3489507329976324
1137,-0.14189261927501912
1138,0.31559914197954847
1139,-0.5099957756155802
1140,2.089985312522563
1141,-0.4451674565151273
1142,-0.6795985566143751
1143,-0.06532214244375242
1144,-0.11915440597781156
1145,-0.929614339216712
1146,-0.17141208177839762
1147,0.5052690718318297
1148,-1.0197990137187758
1149,-0.18132904921679455
1150,0.35221037396510907
1151,0.786903430527862
1152,1.0341542922554854
1153,1.4070594015565325
1154,-0.02349335101556283
1155,0.3297715122148144
1156,0.04448216921012091
1157,-0.0432729134358756
1158,1.0114516791492716
1159,0.07076847798733919
1160,1.0455990772454682
1161,0.07426474917181043
1162,0.32608321245470123
1163,-0.2609779060510832
1164,-0.30136677773545384
1165,-0.6121155550222623
1166,0.15563084550910078
1167,0.20360706737362802
1168,0.8949683727992207
1169,0.11639274463102295
1170,1.1422988778338234
1171,1.2162734347888857
1172,0.050545886413147494
1173,0.25692053782797114
1174,-0.791512629969012
1175,-0.2533018134016077
1176,-0.4877274448388708
1177,1.1523811178308334
1178,-0.7220937085598949
1179,-0.13035210722211243
1180,0.46682862951495063
1181,-0.007792342160867676
1182,0.3693856250881317
1183,-0.5203398222520065
1184,-0.5244565029430341
1185,0.8863525557126493
1186,-0.11551013190924633
1187,0.7663851450446695
1188,0.922740983130113
1189,-0.27924649934491896
1190,0.448792362562392
1191,0.12598285925623295
1192,-0.33768662591272225
1193,-0.7797471130922033
1194,-0.20083604073893402
1195,-0.22552664153968063
1196,0.01487196747930002
1197,0.4667724431830963
1198,0.37437506362382106
1199,0.3523462545867244
1200,0.06841672463491551
1201,0.14522301973871538
1202,0.22327969791107413
1203,0.48637021656285356
1204,0.00882224645712534
1205,1.6131885380631716
1206,-0.014374393163316837
1207,-0.21544909791351277
1208,0.9493139557476975
1209,0.22045071743162675
1210,-0.09090089651433744
1211,0.840683416047284
1212,0.05240534384283317
1213,1.5263748089954798
